,overall,reviewText
2740418,0.0,Remote control did not work...installed new battery still did not work...missed return window...my fault i was busy
3279407,0.0,"Do Not Buy, worst power supply ever"
855505,0.0,"grea reviews led me to buy this- it surely looks good when you open the box but the connection interface looks very flimsy and in my case upon connecting the SATA drive there was no contact made- i had to go to Frys and buy a ""Sabrent"" cable and it is more solid and worked beautifully"
1775992,0.0,"Poor quality, doesn't fit and i thought because one hook is defective. Now i'll buy another to replace it."
5265800,1.0,"Best I've tried under $120.

Very comfortable, very secure.
Decent sound.  Better than some more expensive ""in-ear"" wireless headphones.
OK battery.  I can usually make it through the day without a recharge or sometimes just a touch-up in the car.

Quality is solid so far, no skips, scratches etc.  I'll report back if that changes."
6631351,1.0,"Ordered this by mistake, probably won't use it much, but it does what it's supposed to do."
1483003,0.0,"The third-of-an-inch high strip in front, the one that keeps the laptop from sliding off toward your belly if reclined, separated from the unit after less than a week of very light use. The fact that a company could screw up something as simple as picking a sturdy adhesive calls into question all other construction decisions, as well. What else would have failed during future use?"
3065351,0.0,"While it DOES NOT ADD to the Gigabytes of storage, It does allow the transfer to the iPad from your camera card or USB connection, (No Computer necessary) any and all photos/videos, as long as you have the storage or iCloud space."
5398089,1.0,Works great needed no drivers.
559674,0.0,"I wanted this keyboard for a long time but never had the means to buy it. I wanted a blue flexible keyboard that illuminated. I received this keyboard, it was gray and had no lights on it what so ever. but if you want a flexible keyboard it at least dose that."
5356375,1.0,Works great in Nexus 6P and Pixel C as OTG. They both required Fat32 formatting but there are apps that will let you use it in EXfat. Love it.
4975810,0.0,Worked for a week and now can't pair with any of my Apple devices. I barely used it for 2 hours. It paired fine the first few times and now it refuses to pair with any of the Apple devices in the household. Wish I can get my money back!!!
2120098,0.0,It broke after less than a month
6525556,0.0,Didn't last very long.
4536371,0.0,"Out of the box it works fine. That'll only last until you put any load on it whatsoever, then it becomes a psu that constantly overheats and shuts down. It's not worth the time or money to buy this psu with the amount of trouble it gives you. Even with corsair link and setting the fan control to the highest speed, it'll continue to overheat."
5678645,1.0,"this cpu is a complete beast, def would buy again goes great with my msi 970 gaming mobo, had no issues at all when mounting, 100% recommended"
2917811,1.0,"At first I said to myself ""WTF"" these things are soo damn small and I paid $125 for these things?
I love my waterproof iPod shuffle because tt is soo small. It has a clip and I clip it to the collar of my shirt, I hardly know its there.
I have only had this iPod shuffle for around five hours and it sounds great.
I don't swim but I workout and sweat, I also go into the steam room when I'm at the gym.
I have not tested it yet in water or at the gym in the steam room but I'm loving it because I can't even tell I have it on."
667796,0.0,"VERY POOR SOUND QUALITY.
Tested with battery in transmitter.
Tested with AC adapter in transmitter.
Your old 78 RPM Record player has better fidelity then this equipment."
1056847,1.0,I bought this for my son's dorm room and he loves it. I really like the usb ports...that was the reason I bought this charger for him. My son loses the iphone charger base all the time so I figured this was a good replacement for that.
5654931,0.0,"Cheap built quality , shipped late . Just a horrible nightmare with this product , I returned it as soon as poosible ."
1631748,1.0,"Not much else to say. These work great in my 5D and 5DII. I bought them because they were fairly inexpensive and for the money, are a good card. They're fast enough for the kind of shooting I do and they're reliable. I bought 8 of them to add to the bag for those times when I'm in a pinch and run out of memory. I have some Lexar 400x cards that I can't tell the difference in. I've always been a late adopter of super-large memory cards. I'd rather have 10 small ones than one large one (you know, the whole ""don't put your eggs in one basket"" thing) and these Lexars are perfect for that."
4296749,1.0,Great cable at a great price.
6570467,0.0,"This came in a kit i got for my Canon Ti6. Its TERRIBLE!! There is no off switch so the battery dies if left in the remote. And removing the battery is not an easy feat! So its quite frustrating having to take the battery in and out every time I use it. Does not work in very long distances, and you have to point it just right at the camera for it to take, if it takes at all. Only works about half the time or less. Ive spent more time fussing with it than its worth, my time is more valuable, especially when I am taking pictures and my kids and family wait. I do not recommend this at all.

Also does not work in cold weather."
5111181,1.0,"This is definitely worth the little extra money versus the cheaper ones. First, the cable it came with was a touch longer (maybe 2') which was long enough for it to be set on top of my computer. Second, the slots are deeper and feed in more solidly. I had another model that may have gone bad because I did not insert the CF card right. Speed is quite good. I got read speeds at 150 MB/sec+ using Crystal Disk Mark."
5111415,1.0,"I have only had this little action camera for a couple of days, but so far I love it.  It is very easy to use. I downloaded the App, followed the instructions, and was able to set it up with no issues. The picture and video quality is great. I love the slow mode.  Seems very durable. I will be testing it on a Canoe Trip soon, and will post an updated review with pictures."
5236949,1.0,This worked out great for me.  I put an aftermarket radio into my 2010 Prius and this made connecting it super simple.  All I had to do was match the wire colors and connect them together with butt connectors.  I am very satisfied with this.
91993,0.0,The connections won't go all the way into the two female ends. I have tried two different male connection and both go about 3/4 of the way in. At first it wasn't an issue with sound quality but now the speaker volume is reduce by 1/2 and it only comes out of one of the two speakers.
6655616,1.0,It charges perfectly.  The only thing I did not like was the awkward layout of the USB ports.
1281314,1.0,"Bought this on the $169 special. What a bargain. I know that others have had issues, but ours works perfectly. Voice recognition is nothing short of awesome. Maps seem to have the same errors as my older Garmin, even with update. Nothing too serious.

Don't leave home without it.
Don't let your wife use it or you will never get it back."
75421,1.0,Couldn't tell that it was refurbished. Excellent. Works as advertised.
1059449,0.0,"The straps fell out of the ""pocket"" in the back of the backpack.  This caused the strap to become useless because it is now almost in two pieces.
Not good :("
3840536,0.0,I am convinced that this is a particularly inferior USB2 drive with a blue plug. The write speed is barely 60 Mb (< 8 MB) per second. It is not my PCs. I have other drives that work properly.
2558097,0.0,"Mine couldn't be turned on after about 1 year normal use. The motherboard got replaced and now it keep rebooting randomly and repeatly and every time takes forever to back to ""normal"". I won't buy any Toshiba stuff for good."
5450797,0.0,"Too difficult to set up, instructions poorly written."
3040570,1.0,"Great for practice, learning new songs etc. Every electric guitar player needs one of these."
1283155,1.0,"This will work great to connect a macbook laptop to a flat screen tv.  The video comes out of the mackbook as mini-DVI signal this adapter converts that to HDMI for great picture on any flat screen tv with HDMI in.  You will need to connect the sound (via 3.5mm audio cable male on each end) separately. Once you do that you will be able to see the best quality picture on your flat screen display and hear quality sound.  You could even send the sound to a small stereo (or any device) with ""aux in"" or ""line in"" if you choose. This means everything you see and hear on your laptop will show on your flat screen tv and sound will accompany it."
6407352,0.0,It is kind of loose while comparing to OEN. Do not buy it as it is not worth it. Buy OEM.
4019932,0.0,"As a Prime Member, I ordered 4 packages which arrived within two days. Biggest problem and disappointment was that the extension cables were no way near 25 feet in length. Each were individually sealed within a clear plastic bag that clearly had them labeled as 25 feet. Shame. Shame. Shame. They work as intended but who likes wasting their time returning something they purchased through a trusted online retailer because a product being sold is misrepresented?!"
283900,0.0,"The fuse the kit comes with, is extremely less amperage than most Amps require for Inline Fuses."
2925259,1.0,"Great case, lots of room. I love the black painted look inside and out and the extra fan bays rock."
5635771,0.0,"They hurt my ears they are to hard, if you don't have the wire just right they will not work well. They also don't last long at all."
2914329,0.0,"I have tried and tried to work with this board and no avail.  I have tried 3 video cards Asus Rog 460 , xfx 560 and even a nvidia 1030 and none will work with it.  Many upgrades of drivers and it will work initially 2 maybe 3 days then it will fail.  1030 has no fan it is a heat sink only so I am confident it isn't a overheating issue.  Screen will schizo out and eventually you get video scheduler error bsd.  Gigabyte has several good mb utilities but this board is too old for it to work with windows 10.  Try to download them and they will tell you no.  I have the latest bios and thank goodness because flashing was next to impossible.  It would only recognize an old samsung 2gb usb drive it would not detect anything newer than that.  I have ordered a 970 also from giga-byte I have one in another build.  It works flawlessly.  The utilities will work with win10 on the 970  I think this is just too outdated to be of any use in a modern build.  The 970 is a full atx but believe me spend 20 bucks and get the rosewell case - it is MUCH less hassle to change case than put up with this."
2378467,0.0,"My hipe started failing intermittently after about 6 months. Finally it quit entirely, well before the year guarantee was up. I am now in month #4 of my attempt to get satisfaction from Hipe's customer service. They used every excuse in the book to avoid replacing the defective unit, now they simply stopped responding. Beware!"
6653275,0.0,Its causing nvme errors. Also causing problems with ubuntu installation.
5610816,1.0,good but it's thicker... need to get 4 bar not 3
1380067,1.0,the install was very simple & copy my data from my old drive was easy with WD's Acronis software. Will be adding 2nd drive soon.
1270237,0.0,"I LOST EVERYTHING FROM THIS! I was downloading a file to it when it started screeching. So I quickly ran to it, unplugged it, and turned it back on. It ran fine for about a month and did it again! So I ran over to it, unplugged, plugged back in. WASN'T SHOWING UP AND THE HARD DRIVE LIGHT SHUT OFF. I called customer support. Now don't get me started on Customer Support. They're children! They know nothing, and they've very unprofessional. They read what to do off a computer, and if they can't help, they disconnect you without notice. I called 3 times before I got someone, who was like the others, except he listened to my problem and we both walked through things, and at the end, told me if I wanted to get it replaced, to either do it with him then, or at a later time by telling them my support ticket number.

I haven't gotten a replacement yet for two reasons:
1 - I want to try and salvage my files some way some how first
2 - I hate iOmega and will probably get the new one and sell it, then go over and buy a Western Digital like my first choice would have been if it wasn't so much

I guess in the end you get what you pay for, right? -.-"
5038300,0.0,"For an expensive (IMHO) cable, BOTH ends of this product come off.  Poor quality.  Great looking product though.  My daughter loves it but alas it is going back to the seller.

I am thinking of asking for a refund and ship this cable back to the seller.  Not worth the price, honestly.  Most definitely not a premier product."
3996605,1.0,"This, unlike the $6 charger from CBD, fit into my HP laptop. Yay."
2664250,1.0,"This is a convenient kit with all the essential parts for a DIY Uno clone. Saves you from sourcing the parts yourself and programming the Atmega processor or ordering a more expensive kit. I had originally been disappointed because I thought it came with the pictured breadboard, but the seller absolutely made it right and went as far as rewording the ad!!! I would definitely recommend it for any Arduino Uno (Duemilanova)  based project."
1249018,0.0,"I bought one of these for my Y530 a few months ago, and my Laptop is now a paper weight.
All of the obvious places for the problem were not at fault, so I wonder about the power supply.
It's hooked up to my laptop 24/7, and my burn up was an unusual one.
Just sayin'...buy Lenovo replacement parts!"
3692875,0.0,"way too big for macbook retina (2012 and 2013) and of course for the macbook air.
the laptop will slide inside and can get scratched by the case interior eventually
the protection IMO is maybe 6 out of 10
and the ""sand"" color maybe looks like the sand in Chernobyl, not any of the beaches i visited.

its not the worth product i purchased so maybe you're gonna like it, but personally i can't find anything good to say about it."
1739886,1.0,"This streaming and media player from SONY is perfect for movie and TV buffs. It plays streaming movies and TV shows on demand not found on older TVs and even plays videos from my shared drives over my home network. Also works well with my projector. It also has widget for Amazon Instant Videos, *Unlimited*, Crackle, Sony. Easy to setup using OTC WIFI routers except VZ FIOS routers. No widget for HBO, STAR and other cable network providers..."
6638749,0.0,"Not  worth the money. I just tried to install this on my 2014 RAM. The cables were long enough. However my head unit was not reading it no matter what i tried. Cannot do a refund on it, seeing that i destroyed it in frustration over all the work and nothing to show for it. My wife got on my case as well, for ordering things and they not working. THANK YOU FOR PISSING ME OFF."
2647749,1.0,"This pupply has revitalized our meetings.  We are a small group and when we only have a few people to share in our meeting we listen to speakers through our cell phones and use this to hear them through.  Works good in a small room and decent in a larger size room (20' square).  Larger the room the quieter we have to be though.  But hey, for 20.00 bucks its fine."
3310148,0.0,"Love how all the Belkin people have rushed in to thumbs-down my review. Typical.

Let's begin. First off all, this is not made by Belkin. It's an off-label brand that they have rebranded as their own. Yet it actually has less functionality than the off-label product.

Pros:
The video preview quality is decent. That's it.

Cons:
The software crashes all the time.
A 3-second animation plays every time you open the app, even if the app was just idle!
The camera keeps losing the connection to the iPhone app, so you need to quit the app and relaunch it constantly.
The video recording on the software is limited to about 2 frames per second.
The buttons for recording or taking a photo have childish sounds attached to them and they can NOT be turned off. Even if you put your phone on silent.
The recording of video stops at random places, probably caused by notifications on your phone.
You have to sign up for their service, giving them a username, email and password in order to use the camera. There is NO way around this. This means at any time Belkin can watch your camera!! Now wait a minute, you think this won't ever happen? After I sent 3 emails through the app to Belkin, a notice popped up on the screen of my iPhone stating:

Logged out!
There has been a log-in of the same
username and password from
another computer device.

They were looking at my camera!!!!

SEE the photo I added above!!

I sent it back within 3 hours. You will too."
4334831,0.0,"I had definitely received the case on time
But it absolutely did not fit the tablet  the camera  hole was on the other side  I decided to call customer service  at Amazon.
I was not happy it was a Christmas gift.
Very dissatisfied with the  product."
6325644,0.0,Useless garbage. Look for something better. You can get something nice at $40 or so
611559,0.0,"work fine for 2 weks then the flow go to 1/4 to olmost non , I don't knou way I by 2 of tis scrap had fish tank with 1048 EHEIM 5 yars non stop no problem. Pumps don't worth more then 12 $"
826820,0.0,"I never ever write reviews for almost all the stuff I've bought off amazon,
but for this thing I had to make an exception. Here's why:

Out of the box works fine.. connected through USB and all and it works,
BUT,

it just will not turn no without the USB? period.
either receiver batteries are gone, or that's what it's supposed to do (which I highly doubt).

Anyway, I bought this item based on the reviews which I find extremely misleading as there is no way of knowing if the product works or not so buy at your own risk.

I'm in the process or returning this thing. Hope this review helps."
5960747,0.0,"I've owned this tablet for over a year now, and I would not buy another Samsung Tablet. For whatever reason, Samsung has blocked US models (via firmware I assume) from accessing WIFI channels 12 & 13 (EU) and 14 (Japan & other countries). This means that if you travel anywhere in the EU where channel 13 is used, business, home, caf, or otherwise, you won't be able to connect and that's just too bad for you.

I've called up Samsung tech support and tried to sort this out, but the techs got confused between TV Channels and WIFI channels. Once I was able to educate them, they forwarded me to a ""supervisor"" who informed me there's nothing to be done about the Samsung-created limitation. Yes, the US doesn't allow Channels 13 or 14, but that pertains to broadcasting. There's no reason why a client shouldn't be able to access 13. There's no law against that. By way of comparison, my acquaintance's iphone and ipad, sold in the US, can access Channel 12 or 13 in the EU.

So, if you decide to buy this tablet, just know that Samsung has needlessly crippled it for international travelers."
1795013,1.0,"Yes these are inexpensive and the sound quality does not match a $1000 unit, but then what do you expect? I use these at the pool, in my shop and in the garage to connect my iphone to, works perfectly and have not had any problem with the four I bought."
3607259,1.0,"Quick and easy to set up with my Apple AirPort Extreme, even though it didn't have the button that many other routers have for a quick pairing. It was just a matter of Googling how to set it up and accessing a setting on the computer. I now have wireless that reaches all parts of my house, including the garage/driveway on the opposite end of the house from my router.

My AirPort Extreme router is located in the corner of the house on the first floor. I installed this device upstairs in a spare bedroom in the middle of the house. This throws the WiFi signal all of the way to the other end of the house! Problem solved."
4431929,1.0,"Man, this was my 2nd charger I purchased. I had traveled on a business trip & had accidentally forgotten this same charge back at home. I jumped on Amazon.com, they had this same charger for dirt cheap and in amazing condition and quality, and Amazon was able to ship it FAST to the Hotel where I had arrived the very NEXT from when I arrived to the hotel. FAST service from Amazon, great packaging, and the product saved my LIFE so I could use my Android Google Navigation since I had opted to forgo purchasing the GPS package being offered with the car rental.

If you blink, the phone charges completely.

Great product, over all. I've purchased 1 more since then."
5754604,1.0,It worked great for me..thanks
5473355,0.0,"I'm not sure if mine is defective or not, but from the moment I plugged it in and powered up my computer, nothing but disappointment followed. Starting with a horrendous screeching sound with what I can only assume would be each disk rotation, simply having this drive powered on, not even connected via Sata cable, took a 6 second boot time up to a 2 minute 13 second boot time at its lowest point. The second boot with this drive took over 7 minutes 52 seconds. I timed each from the numerous times I tried to make this drive work. Sound aside, it did stop once the computer was fully booted, but then we have more issues. The drive was not only not initialized, but it was also impossible to initialize with the available methods built into Windows. I shouldn't have to download anything to turn on a fresh drive, let alone format it.

No visible issues with the drive, it wasn't dented or even scratched, and the wrapping was actually quite nice to cushion it. Despite all this, it didn't help in the slightest apparently.

I'll be sending this back as soon as I can."
6077114,0.0,"Worked for two days then a loud pop. Now it's dead. Don't bother contacting the manufacturer, because they will do nothing to honor their product.
 Thank God Amazon does care about its customers. Sent me a replacement.
 Update : replacement blew up within 2 weeks. Going with a different manufacturer."
4432256,1.0,"I picked up two of these, one for my car and another for my wife's.  I'm using a Nexus One and she's using an HTC Aria.  I initially set out looking for a charger that delivered a full 1A, but 950mA is close enough, especially given the price set at under $6 with Amazon Prime.

Build quality is very good, though I think I could do without the blue light-up disk on it.  Light-up aesthetics aside, great charger.  Also does a fine job charging my Jabra BT headset.

You'll note that we're not using a single Motorola device with these chargers, and having no trouble at all."
431609,1.0,"This device works seamlessly with a Mac. Apple upgraded the software long ago. Plug it in, pair it and your good to go. OSX is required. There is a third party driver for you if you are using an older machine. I would expect the same issues to exist in a Win98 machine."
4423422,0.0,"Received it at 10pm (Amazon's twisted LASERSHIP alliance) signaled as fully charged, paired then it was dead/broken won't power on or charge by 11:35pm!! Were not very comfortable for the hour I had them and the stabilizers were a cheap joke!&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Plantronics-BackBeat-Go-2-Wireless-Hi-Fi-Earbud-Headphones-with-Charging-Case-Compatible-with-iPhone-iPad-Android-and-Other-Leading-Smart-Devices-Black-Certified-Refurbished/dp/B00TON9MIU/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Plantronics BackBeat Go 2 Wireless Hi-Fi Earbud Headphones with Charging Case - Compatible with iPhone, iPad, Android, and Other Leading Smart Devices - Black (Certified Refurbished)</a>"
3747649,1.0,Quick shipping and extremely happy with the product.
4559720,1.0,"Works great. I was getting errors with a different brand i got last month. Thought it was my computer spent days going through all the settings, to no avail. So i got this new one. Plugged it in worked perfectly right away! Does not have the letters painted on the front, must be bulk item. But that does not effect the performance."
1979103,1.0,It's my first DSLR after years with a 35mm SLR and various digital POS's.  I did research for over a month deciding which camera of this class I wanted to get (I compared the different brands too and my old 35mm is a Canon).  I decided to go with this one and I have not one single regret.  LOVING it!
1596552,0.0,"Was excited to get a good price on extra batteries, but they didn't hold a charge.  Ended up ordering the actual Nikon charger and battery and they work fine."
1429212,1.0,"Gets the job done for cheap.

Only better if it was free."
4254940,1.0,"Great Radio! Great Value! I have activated a repeater from ~20 miles away, with a very clear signal, rated 4.5 out of 5. Battery that came with it was good. 1700mAh, and lasted all day with %70+ to spare with only about %10 transmitting time. The new battery 2600mAh lasted all day with %90 remaining with nearly %25 transmit time.

I have only 1 complaint. Lack of memory banks. It has 999 programmable frequencies. But, it doesn't have banks to save them in. On a scanner, you can save your police channels in 1 bank, your frs in another, etc etc,  then scan only 1 bank to make sure you are not scanning and listening to unwanted channels.

Definitely not a deal breaker since I have a scanner to use anyway. I don't think I could be any happier than I am with this, my first radio.
DON'T BOTHER WITH THE SOFTWARE!!!
The radio is very easy to program manually, especially if you are used to using a scanner. The version that was sent for this, was incomplete and unusable anyways."
4663050,1.0,I am very happy with this purchase. I use this video card for extreme high resolution playback of videos for corporate shows. It is a great improvement over my previous HD5970.
1602757,0.0,"Returned these. The price I was quoted wasn't what I was charged.
Would have liked them most likely, but will not pay that price for them."
3204480,0.0,The quality of this cords are bad. They also get stuck in your systems so I recommend to avoid if possible.
1658463,0.0,it was dead an hour later
5673357,1.0,Perfect length for charging station in our kitchen. Nice and short to keep things tidy.
5948443,0.0,Not a fan! The color is all wrong. More a mustard...lol!
2559416,0.0,"I bought two of these at the same time.  They looked great and the reviews were okay so I took a chance.

Within the first week, the tip for the right ear broke.  No wires got disconnected but it looked like it unglued or something.

The other issue was that if I was listening to a song, it would just cut it in the middle and jump to another.  This is without me touching it.  Crazy!!  It's like the phone would malfunction.  Just do it's own thing.

I would not recommend these to anyone."
5171046,0.0,"Too thick to actually work on the new MacBook. Can't close the lid completely with this in place. Had to buy a different one from Upper Case and it works perfect. Sad, because I wanted Orange."
1225668,1.0,"I had just purchased a Samsung TV LN46B650 which uses an ethernet connection to handle firmware updates, as well as streaming of video, pictures and music.  Since the TV is in a bedroom on the far end of my house; I decided to avoid the wireless adapter and try the Linksys PLK300 Powerline Adapters.  I haven't tried video streaming; but everything else has worked well.  There are other vendors of these types of adapters which may work for you; but these worked the first time.  I did not use the encryption feature, which I see as most beneficial to apartment or condo residents who may share wiring.  I have connected my Tivo to the adapter and it has also worked fine. My home is less than 10 years old; so I did not have the complicated wiring or rewiring that people with older homes might deal with."
5497752,1.0,Everything just fine.  On time delivery.  Courteous seller.  Highly recommended.
4284567,1.0,makes all the difference for me as I wear glasses and appreciate the additional space between the camera and my eyes/nose. recommend it highly!
526927,0.0,"I am very much enjoying the Kindle itself...5 Stars

However,

Amazon should re-design this poor excuse for a cover and provide a free exchange to everyone who purchased a Kindle."
5733043,0.0,"Junk. Junk. Junk. Poor directions. After install, the only thing it says was ""no device found""  Nothing further as to how to trouble shoot. Don't bother with this product."
3796504,1.0,I have been using Sandisk products for a long time.  This one has lasted me over three years with absolutely no trouble.
2240416,1.0,Bought to charge some used ThinkPad Tablets 9the Android version).  Very easy to insert and remove the tablets - I wish Apple's iPad docks were a 10th as good.  And you get a 65 watt ThinkPad AC adapter with it that would usually cost $50 or more new - the adapter will also work with most 20volt X series laptops - appears to be exactly the same as the one that came with my X61 laptops.
117315,1.0,Great laptop stand. I love that it comes with a wire holder on the back so you can organize your cords! Very sturdy and ventilation is obviously great.
2624908,0.0,"Delivery from the vendor was on time.  However, the keyboard was missing the ""!/1"" key.  I was able to charge the battery.  I was NOT able to link the keyboard to my iPad 2.  In a word, ""useless"".  The vendor was very accomidating in refunding the FULL amount, including S/H.  I thought the vendor did everything as expected except inspect the product to make sure it was complete and functioning properly (unable to link)."
813441,1.0,Took a charge fine. Works like an iPad. Pretty. Gift receivee used it for like 5 hours straight. I'd say that is a winning gift.
6264614,0.0,"Bought this item, was supposed to include free pen(s). Received item w/o any pen, emailed seller several times, who promised to send pen, but still no pen, so I gave up on that.

Item is cheap imported cr@p, with glue stains on the inside. Very poorly made. Straps cover ipad buttons and headphone port. it also fell apart after less than three months use, and it's only covered by a 30 day warranty, so I'm sol. Don't wast you time and money buying from this seller."
4014460,1.0,great cover for the Surface 3
3990950,0.0,"could not get this to link up on any device - when the bluetooth is the important selling point here, one my thing that it would find an easy way to link other blue tooth devices.  There are no buttons or anything to help out with the pairing mode. I had to send them back, and have them send me a new brand completely."
6192738,0.0,"Doesn't really fit the slimmer ipod (earlier 80g and new 160g), but has a cheap plastic spacer inside that keeps your smaller ipod from moving around but I'm sure will scratch the heck out of the back of it and also gives you a bulkier ipod. I read another review stating that it was difficult to remove the case. Mine wouldn't stay on. It was loose and wouldn't fully snap into place. The touch wheel is not covered in this case like it is with Belkin cases, etc, so it's not protected. And, neither is the screen; it comes with those cheap plastic ""screen protectors,"" but those don't go on without visible air pockets and wrinkles covering the screen. This thing is junk. I went and bought one of those Belkin clear acrylic cases, which are more expensive but really great and completely worth the extra money."
6722144,1.0,Item works well and is exactly what I needed
5940835,0.0,"Plugged it in. Lights went on, made proper connections and nothing. No signal. A piece of junk. Buy something Else."
2093881,0.0,This item  is not universal. It does not work in my laptop. The item is slim and the bracket on the back does not line up.
2713507,1.0,video cards work great
5267324,0.0,Died after about a week of normal use.
4869926,1.0,Love this well made selfie stick ! Fast shipping !
2298895,0.0,"Just as soon as the powered hub that is connected to a USB 3 drive recognizes the Corsair, the Corsair falls off the screen.  I cannot use it with the hub, but I can use other USB3 and USB2 flash drives with this hub.  I end up having to use the Corsair drive with a USB2 connection.

With the USB 2 connection, the speed is slow."
1688011,1.0,Excellent cable.  Very solid material and high speed 3.0 also!  No problems with this.
238509,0.0,"Bought for JackyLED closet fixture and it does not fit the ""Mickey Mouse"" port."
1624564,0.0,"It was broken. When I was using it, it just flashes the image. Don't buy."
859049,1.0,"This case is a little on the big side for 14 inches, but it does add a nice layer of protection if you keep it in a bag or backpack."
4185447,0.0,Defected item.  Return
2135230,1.0,"I like it, seems well made. Price is right. Havn't had much chance to use it yet. I like it. I like it."
2602909,1.0,This mount is so easy to use that I use it every time I get in the car.  I also use the GPS functionality of my handset more since I can see the display easily while driving.  It is well designed and doesn't require any adjustment to hold either my Samsung G4 or my wife's Galaxy S Blaze.  I'm going to buy a second one for my wife's car.
2158715,0.0,"the pannels themselves are great and I repurposed them, but the design of the headrests and the way they mount in to the headrest means that they pop out of the headrest and break the mounting hardware built in to the screen surround when you adjust the headrests, bump them, or change the viewing angle. Do not buy!"
413501,1.0,"This worked nicely for my application.  It did have some odor initially out of the pack, but it dissipated quickly.  It was, of course, curled up in the box.  While some folks used hot water, I found using a hair dryer allowed me to straighten it out quickly and without getting wet.  Very happy with the results."
6648198,0.0,I hate the price. Way too much money for a few felt pads. Should have just used gaffers tape. Thought it was a laminated plastic lens cap lined with felt. More like felt feet from Home Depot except it had reusable adhesive. Shouldn't charge more than $2.00 for this. Really unhappy.
4768026,1.0,I really love this screen cover. it really protects your screen far better than most of the other screen covers.
2283964,0.0,Not avg it's dvi...look before you buy
162678,0.0,I was not pleased on how my battery came in it was damaged it was bad and also it didn't work there was no battery charge inside my battery and the battery was used when I got I want my money back or a new battery because this was not acceptable in my mind this was garbage
6116967,0.0,"I paired this with a digital-to-analog converter box and at best got distorted reception on the several digital channels in my area.

I then tried using a 10+ year old simple dipole wire antenna which came with a cheap CD/AM/FM stereo system, wiring it to a 75-ohm coax adapter so I could plug it into the converter. This resulted in ALL the local channels within reach coming in crystal clear.

Waste of money. It looks futuristic, almost like a flying saucer, but all it ended up taking off with was my money."
2645593,1.0,Our DSL network was getting so slow that I had hoped that the GOOD BLOGS about this cord were accurate so I could bank on it giving me the boost I was hoping for!!.................it DID!!
6563516,0.0,"Turned color camera into black and white signal. Audio very noisy and choppy. Most channels were not view-able. Two channels worked OK to the point where you could see the image without distortion. Transmitter and receiver were 100 feet apart (shed to garage).
Update: Received feedback from seller that buildings/objects can affect performance, so I did a test of receiver and transmitter 10 feet apart from one another in open air. My color camera looked perfect when connected with a hard cable, but when connected to these devices at a distance of 10 feet, image was only black and white with a black rolling bar through the video. Tried all channels with similar results."
4006773,0.0,"since i have Blackvue DR500 WIFI, i needed another one for my wfie's.
I choosed this LK-7700 since price is very competitive and quality is very good.

Goods:
- Price is cheap comparing to other brands.
- Full HD
- Very easy to set up
- Other accessory comes with it
- GPS builted in
- Speed indicator is nice
- Since it's offically sold by Lukas, Warranty should be covered if unit has problem.
Bads:
- Adjustment is little poor and i need to use Hex driver it comes with.
- Plastic Bracket looks very weak and might break as instruction indicates
- It's difficult to set up correct time and it gets way off when car turned off and come back. (I turned Time off from configuration)

Overall, I am very satisfied with this unit.
I will update again if something happens.

UPDATE: today is 4/30/14 and still working fine. i bought another one on 3/30/14 and that one is working fine as well.
UPDATE 2: Today is 12/2/14 and works as new!
Update 3: Today is 5/2/16 i have 2 of this and one is having Error1 sometimes which it indicates ""repair it"" i will try to update firmware and see if it resolve this issue
Update4: 5/29/16, other unit had same issue now which is Error1. exactly about 2 years period having that error as first one i had.
possibly making unit to have serviced after 2 years or make customers to buy new one! of course 1 year warranty is useless
I am making review 1 star now. if you plan to use it for only 2 years, buy it otherwise stay away from this model."
6497104,0.0,Doesn't always autoconnect. Sometimes is slow to connect. Threw it away.
2214357,1.0,"very useful and that is my first item from impact, and I like it, the price is justified, and you can't ask more that is very useful"
892852,1.0,Works exactly as described. Very easy to use!!
3484174,0.0,"One pair broke in half, the other had the mike stop working after a week.  Irritated and stuck with junk.  Do not recommend."
972430,0.0,"Movies play on other media players but on Windows Media Player there is no sound. I called Sony and they said that it was ""Microsoft's problem"", but I disagree, it is their CUSTOMER'S PROBLEM and they refused to help. Stay clear of this quirky pos."
6542134,0.0,"The first one I received didn't work at all.  I contacted the seller directly, I got the run a round for over a month, until I threatened to contact Amazon directly to get it resolved.  Finally it was replaced.  The second one worked for a while but it just stopped working suddenly.  I used it approx. five times before it just went dead.  Apparently, it's now to late to return.  Save your money."
3515153,0.0,couldn't get it to work w/ my note 4 droid phone.  worked fine w/ window 8 phone... but I plan to retire this phone
3074652,1.0,"Affordable, comfy to wear, and a decent small floaty to swim with."
3779992,1.0,"What can you say, it is compressed air? But this is a good deal on two cans and they feel as though they have quite a bit in them and the nozzle works fine. I'd recommend"
6340083,1.0,Awesome unit for the price. This is the best $105 I've spent on video equipment.
4394265,1.0,"Arrived promptly, works fine."
3402569,1.0,Loved it.  Good price for the very good quality
1096205,1.0,I bought this to connect my pc to my Benq w1070 projector and it works great clear and crisp transfer for my home theater system.
